Frequency (Hz),Amplitude
0.0,5.705987099917096
0.019801980198019802,5.714960743763064
0.039603960396039604,5.741762346675606
0.0594059405940594,5.786039575515917
0.07920792079207921,5.8472234067991185
0.09900990099009901,5.924553300346254
0.1188118811881188,6.017108622934125
0.13861386138613863,6.123843372141579
0.15841584158415842,6.2436213701533605
0.1782178217821782,6.375249568866729
0.19801980198019803,6.517507773450424
0.21782178217821782,6.669173796251921
0.2376237623762376,6.829043679804881
0.25742574257425743,6.995947111613806
0.27722772277227725,7.168758476288528
0.297029702970297,7.346404166978548
0.31683168316831684,7.527866839233494
0.33663366336633666,7.7121872719313505
0.3564356435643564,7.898464433760607
0.37623762376237624,8.085854264833223
0.39603960396039606,8.27356758860709
0.4158415841584158,8.460867480029286
0.43564356435643564,8.647066337245494
0.45544554455445546,8.831522838470262
0.4752475247524752,9.013638912665325
0.495049504950495,9.192856811351705
0.5148514851485149,9.368656337502674
0.5346534653465347,9.54055226423787
0.5544554455445545,9.70809195928278
0.5742574257425742,9.870853219408875
0.594059405940594,10.028442311109396
0.613861386138614,10.180492208617773
0.6336633663366337,10.326661017272048
0.6534653465346534,10.466630568585243
0.6732673267326733,10.600105172754068
0.6930693069306931,10.726810514402208
0.7128712871287128,10.846492677868213
0.7326732673267327,10.958917289141773
0.7524752475247525,11.063868762505084
0.7722772277227723,11.161149640962632
0.7920792079207921,11.250580020589256
0.8118811881188118,11.331997049953284
0.8316831683168316,11.40525449675886
0.8514851485148516,11.470222374785436
0.8712871287128713,11.526786625077836
0.891089108910891,11.574848846155547
0.9108910891089109,11.614326068769389
0.9306930693069307,11.645150571439494
0.9504950495049505,11.667269733667899
0.9702970297029703,11.68064592433889
0.99009900990099,11.685256423405534
1.00990099009901,11.681093375521812
1.0297029702970297,11.66816377482086
1.0495049504950495,11.64648948057053
1.0693069306930694,11.616107263964437
1.0891089108910892,11.57706888683642
1.108910891089109,11.529441213628395
1.1287128712871286,11.47330635850116
1.1485148514851484,11.408761870062863
1.1683168316831685,11.335920956809582
1.188118811881188,11.254912757029953
1.2079207920792079,11.165882657632284
1.227722772277228,11.068992667109796
