Frequency (Hz),Amplitude
0.0,0.07151060381255048
0.04,0.13247112826953206
0.08,0.234103484533801
0.12,0.34166578155339283
0.16,0.450665566170057
0.19999999999999998,0.5599627928980397
0.24,0.6690888570095314
0.27999999999999997,0.7777784543408189
0.32,0.8858449212791264
0.36,0.993137492891461
0.39999999999999997,1.0995239793730398
0.44,1.2048828644315726
0.48,1.3090993769268506
0.52,1.4120634108974537
0.5599999999999999,1.513668374612572
0.6,1.613810536640904
0.64,1.7123886517909666
0.6799999999999999,1.8093037514734391
0.72,1.9044590341110865
0.76,1.9977598181983844
0.7999999999999999,2.0891135354925545
0.84,2.1784297503406713
0.88,2.2656201961941074
0.9199999999999999,2.3505988234390993
0.96,2.4332818545990316
1.0,2.5135878441993142
1.04,2.591437741395096
1.0799999999999998,2.6667549540027395
1.1199999999999999,2.7394654129439937
1.1600000000000001,2.8094976363664914
1.2,2.876782792883368
1.24,2.941254763502722
1.28,3.0028502019104923
1.3199999999999998,3.061508592838434
1.3599999999999999,3.117172308299943
1.4,3.169786661514995
1.44,3.2192999583751534
1.48,3.265663546322816
1.52,3.308831860537266
1.5599999999999998,3.3487624673350154
1.5999999999999999,3.3854161047041322
1.64,3.4187567199025235
1.68,3.4487515040589325
1.72,3.4753709237229224
1.76,3.4985887493169923
1.7999999999999998,3.518382080449879
1.8399999999999999,3.5347313680557795
1.88,3.547620433329236
1.92,3.5570364834304153
1.9599999999999997,3.5629701239399494
2.0,3.565415368047067
2.0399999999999996,3.56436964245896
2.08,3.5598337900235544
2.12,3.551812069062003
2.1599999999999997,3.540312149411318
2.2,3.5253451051816795
2.2399999999999998,3.5069254042371365
2.28,3.4850708944125124
2.3200000000000003,3.4598027864837744
2.36,3.4311456339134003
2.4,3.399127309396982
2.44,3.3637789782421113
2.48,3.3251350686157495
2.5199999999999996,3.2832332387018353
2.56,3.238114340817056
2.6,3.1898223825393983
2.6399999999999997,3.1384044849119
2.68,3.0839108377928683
2.7199999999999998,3.0263946524343526
2.76,2.9659121113832083
2.8,2.9025223158144997
2.84,2.8362872304261026
2.88,2.767271626047671
2.92,2.69554302014832
2.96,2.621171615468422
2.9999999999999996,2.544230237055217
3.04,2.464794268055516
3.08,2.382941584719512
3.1199999999999997,2.2987524912098225
3.16,2.2123096550080503
3.1999999999999997,2.1236980439954922
3.2399999999999998,2.033004866699971
3.28,1.9403195178181636
3.32,1.845733532058535
3.36,1.7493405507981812
3.4,1.6512363083404982
3.44,1.5515186482864447
3.4799999999999995,1.4502875867588814
3.52,1.347645449962457
3.5599999999999996,1.2436971327775996
3.5999999999999996,1.1385505609103805
3.64,1.0323175091736565
3.6799999999999997,0.9251150733686739
3.7199999999999998,0.8170684136040841
3.76,0.7083161549491366
3.7999999999999994,0.5990218673424077
3.84,0.48940118514944586
3.88,0.3797961051804791
3.9199999999999995,0.27092845031283685
3.96,0.16513567906020257
4.0,0.07769163441162945
4.04,0.09895268669202018
4.079999999999999,0.1962900307541631
4.12,0.3035551176644641
4.16,0.4128405980479163
4.199999999999999,0.5225954970309759
4.24,0.6322639241386491
4.28,0.7415552293304037
4.319999999999999,0.8502737382293445
4.36,0.958264894010533
4.4,1.0653945857794547
4.4399999999999995,1.1715400833243916
4.4799999999999995,1.2765856618573788
4.5200000000000005,1.3804203382633535
4.56,1.4829366414075509
4.6,1.5840299240957072
4.640000000000001,1.6835979747575474
4.68,1.7815408026518544
4.72,1.8777605273506455
4.76,1.972161332831452
4.8,2.0646494625773784
4.84,2.1551332411715616
4.88,2.2435231131922855
4.92,2.329731693426443
4.96,2.4136738244116134
5.0,2.495266638584127
5.039999999999999,2.574429623134608
5.08,2.65108468621943
5.12,2.7251562235463656
5.159999999999999,2.7965711846074925
5.2,2.865259138010443
5.24,2.931152335485902
